sentimento;palabra
positivo;favorito
confianza;favorito
positivo;favoritismo
negativo;adular
enfado;miedo
miedo;miedo
negativo;miedo
miedo;temeroso
negativo;temeroso
tristeza;temeroso
miedo;con miedo
negativo;con miedo
tristeza;con miedo
sorpresa;con miedo
miedo;temeroso
negativo;temeroso
miedo;audaz
positivo;audaz
anticipacion;Con
alegria;Con
positivo;Con
sorpresa;Con
positivo;característica
negativo;febril
desagrado;fecal
negativo;fecal
desagrado;heces
negativo;heces
enfado;cuota
negativo;cuota
negativo;débil
tristeza;débil
enfado;sensación
anticipacion;sensación
desagrado;sensación
miedo;sensación
alegria;sensación
negativo;sensación
positivo;sensación
tristeza;sensación
sorpresa;sensación
confianza;sensación
negativo;fingido
alegria;felicidad
positivo;felicidad
negativo;cayó
tristeza;cayó
positivo;compañero
confianza;compañero
positivo;compañerismo
miedo;felón
negativo;felón
negativo;delito
positivo;hembra
enfado;cercado
confianza;defensa
anticipacion;fermentar
negativo;fermentar
anticipacion;fermentación
enfado;feroz
desagrado;feroz
miedo;feroz
negativo;feroz
enfado;ferocidad
negativo;ferocidad
positivo;fértil
enfado;fervor
alegria;fervor
positivo;fervor
anticipacion;festival
alegria;festival
positivo;festival
sorpresa;festival
alegria;festivo
positivo;festivo
anticipacion;fiesta
alegria;fiesta
positivo;fiesta
sorpresa;fiesta
enfado;feudo
negativo;feudo
negativo;feudal
enfado;feudalismo
negativo;feudalismo
tristeza;feudalismo
miedo;fiebre
negativo;febril
negativo;fiasco
enfado;mentira
negativo;mentira
negativo;voluble
negativo;ficticio
alegria;fidelidad
positivo;fidelidad
confianza;fidelidad
enfado;demonio
desagrado;demonio
miedo;demonio
negativo;demonio
enfado;feroz
desagrado;feroz
miedo;feroz
negativo;feroz
anticipacion;fiesta
alegria;fiesta
positivo;fiesta
sorpresa;fiesta
confianza;fiesta
enfado;lucha
miedo;lucha
negativo;lucha
enfado;luchando
negativo;luchando
negativo;filibustero
confianza;llenar
desagrado;inmundicia
negativo;inmundicia
desagrado;inmundo
negativo;inmundo
anticipacion;finalmente
desagrado;finalmente
alegria;finalmente
positivo;finalmente
sorpresa;finalmente
confianza;finalmente
positivo;galas
positivo;finura
miedo;fuego
enfado;armas de fuego
miedo;armas de fuego
negativo;armas de fuego
positivo;bola de fuego
confianza;bombero
positivo;incombustible
positivo;firmeza
confianza;firmeza
anticipacion;Primogénito
alegria;Primogénito
positivo;Primogénito
confianza;Primogénito
enfado;encaja
negativo;encaja
anticipacion;adecuado
alegria;adecuado
positivo;adecuado
confianza;adecuado
confianza;fijo
positivo;accesorio
desagrado;flácido
negativo;flácido
negativo;flácido
tristeza;flácido
negativo;flojo
enfado;flagrante
desagrado;flagrante
negativo;flagrante
confianza;buque insignia
negativo;escama
confianza;brida
negativo;solapa
alegria;halagador
positivo;halagador
desagrado;flatulencia
negativo;flatulencia
negativo;lucir
negativo;falla
tristeza;falla
desagrado;pulga
negativo;pulga
miedo;huyó
miedo;huir
negativo;huir
enfado;lana
desagrado;lana
negativo;lana
tristeza;lana
positivo;flota
desagrado;carne
negativo;carnoso
positivo;flexibilidad
anticipacion;retroceder
desagrado;retroceder
miedo;retroceder
negativo;retroceder
tristeza;retroceder
sorpresa;retroceder
anticipacion;Ligar
alegria;Ligar
negativo;Ligar
positivo;Ligar
sorpresa;Ligar
confianza;Ligar
enfado;azotar
desagrado;azotar
miedo;azotar
negativo;azotar
tristeza;azotar
miedo;inundar
desagrado;fracaso
negativo;fracaso
tristeza;fracaso
positivo;floral
miedo;platija
negativo;platija
tristeza;platija
positivo;fluir
positivo;florido
miedo;gripe
negativo;gripe
enfado;fluctuación
miedo;fluctuación
negativo;fluctuación
sorpresa;casualidad
positivo;enjuagar
miedo;volador
positivo;volador
positivo;atención
enfado;enemigo
miedo;enemigo
negativo;enemigo
negativo;frustrado
confianza;seguidor
negativo;locura
alegria;cariño
positivo;cariño
alegria;comida
positivo;comida
confianza;comida
desagrado;tonto
negativo;tonto
negativo;tonto
negativo;tontería
anticipacion;fútbol americano
alegria;fútbol americano
positivo;fútbol americano
confianza;pie
negativo;forraje
enfado;incursión
negativo;incursión
positivo;paciencia
negativo;prohibir
tristeza;prohibir
enfado;amenazante
miedo;amenazante
negativo;amenazante
enfado;fuerza
miedo;fuerza
negativo;fuerza
miedo;forzado
negativo;forzado
enfado;a la fuerza
miedo;a la fuerza
negativo;a la fuerza
positivo;delantero
enfado;antebrazo
anticipacion;antebrazo
anticipacion;presentimiento
miedo;presentimiento
negativo;presentimiento
anticipacion;pronóstico
confianza;pronóstico
miedo;anular una hipoteca
negativo;anular una hipoteca
tristeza;anular una hipoteca
alegria;antepasados
positivo;antepasados
confianza;antepasados
negativo;adelantar
positivo;precedente
negativo;exterior
miedo;extranjero
negativo;extranjero
positivo;capataz
positivo;precursor
anticipacion;prever
positivo;prever
sorpresa;prever
confianza;prever
anticipacion;visto el futuro
positivo;visto el futuro
anticipacion;previsión
positivo;previsión
confianza;previsión
anticipacion;prevenido
miedo;prevenido
negativo;prevenido
enfado;perder
negativo;perder
tristeza;perder
negativo;perdido
miedo;pérdida
negativo;pérdida
tristeza;pérdida
positivo;fragua
negativo;falsificación
negativo;olvidar
positivo;perdonar
positivo;perdonado
positivo;indulgente
confianza;indulgente
miedo;olvidado
negativo;olvidado
tristeza;olvidado
negativo;abandonado
tristeza;abandonado
confianza;formalidad
positivo;formativo
confianza;formativo
miedo;formidable
anticipacion;formando
negativo;informe
positivo;fórmula
confianza;fórmula
negativo;fornicación
negativo;abandonar
tristeza;abandonar
enfado;abandonado
negativo;abandonado
tristeza;abandonado
confianza;fuerte
positivo;forte
positivo;próximo
positivo;fortalecer
alegria;fortaleza
positivo;fortaleza
confianza;fortaleza
miedo;fortaleza
positivo;fortaleza
tristeza;fortaleza
confianza;fortaleza
positivo;afortunado
anticipacion;fortuna
alegria;fortuna
positivo;fortuna
sorpresa;fortuna
confianza;fortuna
positivo;adelante
enfado;falta
desagrado;falta
miedo;falta
negativo;falta
alegria;encontró
positivo;encontró
confianza;encontró
positivo;Fundación
negativo;fractura
miedo;frágil
negativo;frágil
tristeza;frágil
positivo;fragante
negativo;fragilidad
tristeza;fragilidad
confianza;marco de referencia
positivo;franco
confianza;franco
positivo;franqueza
confianza;franqueza
anticipacion;frenético
desagrado;frenético
miedo;frenético
negativo;frenético
sorpresa;frenético
alegria;fraternal
positivo;fraternal
confianza;fraternal
enfado;fraude
negativo;fraude
enfado;fraudulento
desagrado;fraudulento
negativo;fraudulento
miedo;tenso
negativo;tenso
tristeza;tenso
negativo;refriega
negativo;raído
tristeza;raído
desagrado;monstruoso
miedo;monstruoso
negativo;monstruoso
sorpresa;monstruoso
alegria;libertad
positivo;libertad
confianza;libertad
alegria;libremente
positivo;libremente
confianza;libremente
negativo;congelación
enfado;frenético
miedo;frenético
negativo;frenético
sorpresa;frenético
enfado;frenético
miedo;frenético
negativo;frenético
negativo;frenesí
miedo;preocuparse
negativo;preocuparse
enfado;fricción
alegria;amigo
positivo;amigo
confianza;amigo
alegria;amabilidad
positivo;amabilidad
confianza;amabilidad
anticipacion;amistoso
alegria;amistoso
positivo;amistoso
confianza;amistoso
alegria;amistad
positivo;amistad
confianza;amistad
miedo;fragata
miedo;susto
negativo;susto
sorpresa;susto
miedo;asustar
negativo;asustar
tristeza;asustar
sorpresa;asustar
miedo;asustado
negativo;asustado
sorpresa;asustado
enfado;espantoso
miedo;espantoso
negativo;espantoso
tristeza;espantoso
negativo;frígido
anticipacion;retozón
alegria;retozón
positivo;retozón
sorpresa;retozón
negativo;frívolo
alegria;fiesta
positivo;fiesta
negativo;congelación
negativo;espuma
negativo;fruncir el ceño
tristeza;fruncir el ceño
enfado;ceñudo
desagrado;ceñudo
negativo;ceñudo
tristeza;ceñudo
positivo;frugal
positivo;fructífero
negativo;infructuoso
tristeza;infructuoso
enfado;frustrar
desagrado;frustrar
negativo;frustrar
tristeza;frustrar
enfado;frustrado
negativo;frustrado
enfado;frustración
negativo;frustración
negativo;Dulce de azúcar
enfado;fugitivo
desagrado;fugitivo
miedo;fugitivo
negativo;fugitivo
tristeza;fugitivo
confianza;fugitivo
alegria;cumplir
positivo;cumplir
anticipacion;cumplimiento
alegria;cumplimiento
positivo;cumplimiento
confianza;cumplimiento
positivo;completo
positivo;completamente
confianza;completamente
negativo;buscar a tientas
negativo;humo
enfado;echando humo
negativo;echando humo
anticipacion;divertido
alegria;divertido
positivo;divertido
positivo;fundamental
confianza;fundamental
tristeza;funeral
desagrado;hongo
negativo;hongo
negativo;canguelo
tristeza;canguelo
enfado;furioso
desagrado;furioso
negativo;furioso
enfado;furiosamente
enfado;horno
enfado;furor
negativo;furor
tristeza;surco
enfado;furia
miedo;furia
negativo;furia
tristeza;furia
positivo;fusible
confianza;fusible
positivo;fusión
enfado;escándalo
negativo;escándalo
tristeza;escándalo
desagrado;exigente
negativo;exigente
negativo;fútil
tristeza;fútil
negativo;futilidad
desagrado;callejear
negativo;callejear
desagrado;mordaza
negativo;mordaza
confianza;calibrar
anticipacion;ganancia
alegria;ganancia
positivo;ganancia
positivo;ganando
enfado;hiel
desagrado;hiel
negativo;hiel
positivo;galante
positivo;galantería
enfado;horca
miedo;horca
negativo;horca
tristeza;horca
positivo;en abundancia
negativo;jugar
anticipacion;jugador
negativo;jugador
sorpresa;jugador
anticipacion;juego
negativo;juego
sorpresa;juego
enfado;pandilla
miedo;pandilla
negativo;pandilla
negativo;cárcel
negativo;brecha
sorpresa;mirar boquiabierto
desagrado;basura
negativo;basura
alegria;jardín
positivo;jardín
desagrado;llamativo
negativo;llamativo
sorpresa;llamativo
positivo;granate
negativo;adornar
positivo;guarnición
confianza;guarnición
miedo;tajo
negativo;tajo
sorpresa;jadear
miedo;jadeo
negativo;jadeo
confianza;portón
confianza;puerta
negativo;desmañado
confianza;medir
negativo;demacrado
sorpresa;papar moscas
positivo;gaceta
confianza;gaceta
positivo;engranaje
desagrado;gelatina
alegria;alegriaa
positivo;alegriaa
positivo;general
confianza;general
anticipacion;generosidad
alegria;generosidad
positivo;generosidad
sorpresa;generosidad
confianza;generosidad
alegria;generoso
positivo;generoso
confianza;generoso
alegria;genial
positivo;genial
positivo;genio
enfado;caballero
desagrado;caballero
miedo;caballero
negativo;caballero
positivo;gentil
positivo;Caballero
confianza;Caballero
positivo;dulzura
positivo;alta burguesía
confianza;alta burguesía
positivo;genuino
confianza;genuino
positivo;geranio
negativo;geriátrico
tristeza;geriátrico
anticipacion;germen
desagrado;germen
anticipacion;germinación
desagrado;horrible
miedo;horrible
negativo;horrible
desagrado;ghetto
miedo;ghetto
negativo;ghetto
tristeza;ghetto
miedo;fantasma
miedo;fantasmal
negativo;fantasmal
miedo;gigante
enfado;algarabía
negativo;algarabía
anticipacion;regalo
alegria;regalo
positivo;regalo
sorpresa;regalo
positivo;dotado
positivo;gigantesco
alegria;risilla
positivo;risilla
positivo;viga
confianza;viga
positivo;dando
negativo;glacial
anticipacion;alegre
alegria;alegre
positivo;alegre
miedo;gladiador
alegria;alegría
positivo;alegría
enfado;destello
miedo;destello
negativo;destello
enfado;deslumbrador
negativo;deslumbrador
alegria;alegría
positivo;alegría
negativo;fácil
anticipacion;planeo
alegria;planeo
positivo;planeo
anticipacion;luz tenue
alegria;luz tenue
positivo;luz tenue
sorpresa;luz tenue
desagrado;Brillantina
alegria;Brillantina
positivo;reluciente
negativo;oscuridad
tristeza;oscuridad
negativo;melancólico
tristeza;melancólico
alegria;glorificación
positivo;glorificación
anticipacion;glorificar
alegria;glorificar
positivo;glorificar
sorpresa;glorificar
confianza;glorificar
anticipacion;gloria
alegria;gloria
positivo;gloria
confianza;gloria
positivo;brillo
anticipacion;resplandor
alegria;resplandor
positivo;resplandor
confianza;resplandor
positivo;brillante
negativo;sombrío
tristeza;sombrío
desagrado;exceso
negativo;exceso
desagrado;glotonería
negativo;glotonería
enfado;gnomo
desagrado;gnomo
miedo;gnomo
negativo;gnomo
desagrado;trozo
desagrado;duende
miedo;duende
negativo;duende
anticipacion;Dios
miedo;Dios
alegria;Dios
positivo;Dios
confianza;Dios
enfado;impío
negativo;impío
alegria;piadoso
positivo;piadoso
confianza;piadoso
alegria;bendición
positivo;bendición
sorpresa;bendición
positivo;oro
enfado;gonorrea
desagrado;gonorrea
miedo;gonorrea
negativo;gonorrea
tristeza;gonorrea
desagrado;cosa muy pegajosa
negativo;cosa muy pegajosa
anticipacion;bueno
alegria;bueno
positivo;bueno
sorpresa;bueno
confianza;bueno
positivo;hermoso
anticipacion;bondad
alegria;bondad
positivo;bondad
sorpresa;bondad
confianza;bondad
positivo;bienes
positivo;buena voluntad
enfado;sangre
desagrado;sangre
miedo;sangre
negativo;sangre
tristeza;sangre
desagrado;garganta
negativo;garganta
alegria;maravilloso
positivo;maravilloso
negativo;gorila
enfado;sangriento
desagrado;sangriento
miedo;sangriento
negativo;sangriento
tristeza;sangriento
positivo;evangelio
confianza;evangelio
negativo;chisme
negativo;gubia
negativo;gota
positivo;regir
confianza;regir
confianza;institutriz
miedo;gobierno
negativo;gobierno
confianza;gobernador
enfado;agarrar
negativo;agarrar
positivo;gracia
positivo;agraciado
positivo;Cortés
positivo;graciosamente
anticipacion;gradual
anticipacion;graduación
miedo;graduación
alegria;graduación
positivo;graduación
sorpresa;graduación
confianza;graduación
confianza;gramática
anticipacion;nietos
alegria;nietos
positivo;nietos
confianza;nietos
positivo;grandeza
confianza;abuelo
positivo;abuela
anticipacion;conceder
alegria;conceder
positivo;conceder
confianza;conceder
positivo;concedido
anticipacion;avaro
negativo;avaro
negativo;rallar
enfado;rallado
negativo;rallado
positivo;agradecido
alegria;satisfacer
positivo;satisfacer
sorpresa;satisfacer
enfado;rejilla
desagrado;rejilla
negativo;rejilla
alegria;gratitud
positivo;gratitud
desagrado;gratuito
miedo;tumba
negativo;tumba
tristeza;tumba
anticipacion;gravitar
desagrado;gris
tristeza;gris
desagrado;grasiento
positivo;mayor
alegria;grandeza
positivo;grandeza
sorpresa;grandeza
confianza;grandeza
enfado;codicia
desagrado;codicia
negativo;codicia
desagrado;codicioso
negativo;codicioso
alegria;verde
positivo;verde
confianza;verde
positivo;saludo
sorpresa;saludo
positivo;gregario
miedo;granada
negativo;granada
negativo;dolor
tristeza;dolor
enfado;queja
desagrado;queja
negativo;queja
tristeza;queja
miedo;afligirse
negativo;afligirse
tristeza;afligirse
enfado;grave
miedo;grave
negativo;grave
tristeza;grave
enfado;severo
anticipacion;severo
desagrado;severo
miedo;severo
negativo;severo
tristeza;severo
desagrado;mugre
negativo;mugre
desagrado;mugriento
negativo;mugriento
anticipacion;mueca
alegria;mueca
positivo;mueca
sorpresa;mueca
confianza;mueca
negativo;molienda
desagrado;espeluznante
miedo;espeluznante
negativo;espeluznante
positivo;molienda
positivo;arena
confianza;arena
miedo;oso pardo
negativo;oso pardo
desagrado;gemido
negativo;gemido
tristeza;gemido
enfado;ir a tientas
desagrado;ir a tientas
miedo;ir a tientas
negativo;ir a tientas
desagrado;bruto
negativo;bruto
desagrado;grotesco
negativo;grotesco
confianza;suelo
miedo;conectado a tierra
negativo;conectado a tierra
tristeza;conectado a tierra
negativo;infundado
positivo;trabajo preparatorio
anticipacion;crecer
alegria;crecer
positivo;crecer
confianza;crecer
enfado;gruñido
miedo;gruñido
negativo;gruñido
enfado;gruñendo
desagrado;gruñendo
miedo;gruñendo
negativo;gruñendo
positivo;crecimiento
enfado;resentimiento
negativo;resentimiento
negativo;a regañadientes
desagrado;horrible
negativo;horrible
enfado;brusco
desagrado;brusco
negativo;brusco
enfado;queja
desagrado;queja
negativo;queja
enfado;gruñón
desagrado;gruñón
negativo;gruñón
tristeza;gruñón
positivo;garantía
confianza;garantía
miedo;Guardia
