Sentimientos;word
negativo;embriaguez
miedo;dudoso
negativo;dudoso
confianza;dudoso
ira;duelo
anticipacion;duelo
miedo;duelo
positivo;dueto
positivo;duque
negativo;aburrido
tristeza;aburrido
negativo;tonto
negativo;tonto
ira;deshecho
negativo;deshecho
tristeza;deshecho
negativo;pardo
desagrado;estiércol
miedo;calabozo
negativo;calabozo
ira;engañar
negativo;engañar
ira;duplicidad
negativo;duplicidad
positivo;durabilidad
confianza;durabilidad
positivo;durable
confianza;durable
ira;coacción
desagrado;coacción
miedo;coacción
negativo;coacción
tristeza;coacción
negativo;polvo
anticipacion;obediente
positivo;obediente
confianza;obediente
miedo;empequeñecido
negativo;empequeñecido
tristeza;empequeñecido
ira;muriendo
desagrado;muriendo
miedo;muriendo
negativo;muriendo
tristeza;muriendo
sorpresa;dinámica
desagrado;disentería
negativo;disentería
tristeza;disentería
anticipacion;ansioso
alegría;ansioso
positivo;ansioso
sorpresa;ansioso
confianza;ansioso
anticipacion;afán
alegría;afán
positivo;afán
confianza;afán
confianza;águila
positivo;conde
positivo;ganar
positivo;serio
positivo;formalmente
positivo;seriedad
ira;terremoto
miedo;terremoto
negativo;terremoto
tristeza;terremoto
sorpresa;terremoto
positivo;facilitar
positivo;comodidad
positivo;de trato fácil
positivo;comer
negativo;espionaje
confianza;economía
anticipacion;éxtasis
alegría;éxtasis
positivo;éxtasis
anticipacion;extático
alegría;extático
positivo;extático
sorpresa;extático
miedo;edicto
negativo;edicto
anticipacion;edificación
alegría;edificación
positivo;edificación
confianza;edificación
anticipacion;edición
positivo;educar
positivo;educado
positivo;educativo
confianza;educativo
miedo;Anguila
positivo;eficaz
confianza;eficaz
negativo;afeminado
positivo;eficacia
positivo;eficiencia
anticipacion;eficiente
positivo;eficiente
confianza;eficiente
ira;efigie
positivo;esfuerzo
desagrado;ególatra
negativo;ególatra
ira;enorme
desagrado;enorme
negativo;enorme
anticipacion;eyaculación
alegría;eyaculación
positivo;eyaculación
sorpresa;eyaculación
confianza;eyaculación
negativo;expulsar
negativo;expulsión
positivo;elaboración
alegría;exaltado
positivo;exaltado
ira;codo
positivo;mayor
confianza;mayor
positivo;ancianos
confianza;ancianos
positivo;electo
confianza;electo
confianza;electorado
alegría;eléctrico
positivo;eléctrico
sorpresa;eléctrico
positivo;electricidad
anticipacion;elegancia
alegría;elegancia
positivo;elegancia
confianza;elegancia
alegría;elegante
positivo;elegante
anticipacion;elevación
miedo;elevación
alegría;elevación
positivo;elevación
confianza;elevación
ira;duende
desagrado;duende
miedo;duende
positivo;elegible
ira;eliminación
desagrado;eliminación
miedo;eliminación
negativo;eliminación
tristeza;eliminación
anticipacion;élite
alegría;élite
positivo;élite
confianza;élite
positivo;elocuencia
positivo;elocuente
positivo;dilucidar
confianza;dilucidar
negativo;elusivo
sorpresa;elusivo
miedo;demacrado
negativo;demacrado
tristeza;demacrado
anticipacion;emancipación
alegría;emancipación
positivo;emancipación
negativo;embargo
negativo;avergonzar
tristeza;avergonzar
negativo;embarazoso
miedo;vergüenza
negativo;vergüenza
tristeza;vergüenza
sorpresa;vergüenza
negativo;malversación
miedo;embolia
negativo;embolia
tristeza;embolia
anticipacion;abrazo
alegría;abrazo
positivo;abrazo
sorpresa;abrazo
confianza;abrazo
negativo;embrollado
miedo;emergencia
negativo;emergencia
tristeza;emergencia
sorpresa;emergencia
positivo;emeritus
positivo;eminencia
confianza;eminencia
positivo;eminente
positivo;eminentemente
positivo;emir
positivo;empatía
confianza;enfatizar
confianza;emplear
positivo;autorizar
tristeza;vacío
positivo;emular
positivo;habilitar
confianza;habilitar
positivo;habilitación
confianza;habilitación
anticipacion;encantar
alegría;encantar
positivo;encantar
sorpresa;encantar
alegría;encantado
positivo;encantado
confianza;encantado
anticipacion;encantador
alegría;encantador
positivo;encantador
negativo;enclave
positivo;bis
alegría;alentar
positivo;alentar
confianza;alentar
positivo;ánimo
miedo;invasión
negativo;invasión
ira;gravamen
miedo;gravamen
negativo;gravamen
tristeza;gravamen
positivo;enciclopedia
confianza;enciclopedia
anticipacion;poner en peligro
miedo;poner en peligro
negativo;poner en peligro
miedo;en peligro de extinción
negativo;en peligro de extinción
anticipacion;esfuerzo
positivo;esfuerzo
desagrado;endémico
miedo;endémico
negativo;endémico
tristeza;endémico
ira;sin fin
miedo;sin fin
alegría;sin fin
negativo;sin fin
positivo;sin fin
tristeza;sin fin
confianza;sin fin
miedo;endocarditis
tristeza;endocarditis
positivo;dotar
confianza;dotar
positivo;dotado
positivo;dotación
confianza;dotación
positivo;resistencia
positivo;soportar
desagrado;enema
ira;enemigo
desagrado;enemigo
miedo;enemigo
negativo;enemigo
positivo;energético
ira;hacer cumplir
miedo;hacer cumplir
negativo;hacer cumplir
positivo;hacer cumplir
negativo;aplicación
anticipacion;comprometido
alegría;comprometido
positivo;comprometido
confianza;comprometido
alegría;atractivo
positivo;atractivo
confianza;atractivo
anticipacion;sumergir
positivo;mejorar
miedo;enigmático
negativo;enigmático
anticipacion;disfrutar
alegría;disfrutar
positivo;disfrutar
confianza;disfrutar
anticipacion;disfrutando
alegría;disfrutando
positivo;disfrutando
confianza;disfrutando
alegría;iluminar
positivo;iluminar
confianza;iluminar
alegría;iluminación
positivo;iluminación
confianza;iluminación
alegría;animar
positivo;animar
sorpresa;animar
confianza;animar
ira;enemistad
miedo;enemistad
negativo;enemistad
tristeza;enemistad
positivo;enriquecer
anticipacion;inscribirse
confianza;inscribirse
positivo;conjunto
confianza;conjunto
positivo;bandera
negativo;esclavizar
ira;esclavizado
desagrado;esclavizado
miedo;esclavizado
negativo;esclavizado
tristeza;esclavizado
negativo;esclavitud
ira;enredado
desagrado;enredado
miedo;enredado
negativo;enredado
tristeza;enredado
negativo;entrelazamiento
positivo;emprendedor
alegría;entretener
positivo;entretener
alegría;entretenido
positivo;entretenido
anticipacion;entretenido
alegría;entretenido
positivo;entretenido
anticipacion;entretenimiento
alegría;entretenimiento
positivo;entretenimiento
sorpresa;entretenimiento
confianza;entretenimiento
anticipacion;entusiasmo
alegría;entusiasmo
positivo;entusiasmo
sorpresa;entusiasmo
anticipacion;entusiasta
alegría;entusiasta
positivo;entusiasta
sorpresa;entusiasta
desagrado;entrañas
negativo;entrañas
confianza;confiar
negativo;envidioso
positivo;reinar
positivo;efemérides
positivo;épico
ira;epidemia
anticipacion;epidemia
desagrado;epidemia
miedo;epidemia
negativo;epidemia
tristeza;epidemia
sorpresa;epidemia
negativo;epilepsia
confianza;episcopal
tristeza;epitafio
positivo;epítome
alegría;igualdad
positivo;igualdad
confianza;igualdad
positivo;Igualmente
positivo;equilibrio
positivo;capital
ira;erradicar
negativo;erradicar
ira;erradicación
desagrado;erradicación
miedo;erradicación
negativo;erradicación
miedo;borrar
negativo;borrar
negativo;erosión
anticipacion;erótico
alegría;erótico
negativo;erótico
positivo;erótico
sorpresa;erótico
confianza;erótico
negativo;errar
anticipacion;recado
positivo;recado
confianza;recado
negativo;andante
negativo;errático
sorpresa;errático
negativo;errata
negativo;erróneo
negativo;error
tristeza;error
positivo;erudito
ira;estallar
negativo;estallar
sorpresa;estallar
ira;erupción
miedo;erupción
negativo;erupción
sorpresa;erupción
ira;escalar
negativo;escalar
anticipacion;escapar
miedo;escapar
negativo;escapar
positivo;escapar
miedo;escapado
ira;evitar
negativo;evitar
tristeza;evitar
confianza;escolta
negativo;espionaje
positivo;espíritu
positivo;esencial
confianza;establecer
alegría;establecido
positivo;establecido
alegría;estima
positivo;estima
tristeza;estima
confianza;estima
positivo;estético
negativo;distanciado
miedo;etéreo
positivo;ético
positivo;ética
miedo;eutanasia
negativo;eutanasia
tristeza;eutanasia
miedo;evacuar
negativo;evacuar
negativo;evacuación
ira;evadir
desagrado;evadir
miedo;evadir
negativo;evadir
tristeza;evanescencia
sorpresa;evanescencia
miedo;evasión
negativo;evasión
tristeza;evasión
anticipacion;eventual
anticipacion;eventualidad
miedo;eventualidad
alegría;hojas perennes
positivo;hojas perennes
confianza;hojas perennes
positivo;eterno
negativo;desalojar
tristeza;desalojar
ira;desalojo
desagrado;desalojo
miedo;desalojo
negativo;desalojo
tristeza;desalojo
positivo;evidente
confianza;evidente
ira;mal
desagrado;mal
miedo;mal
negativo;mal
tristeza;mal
positivo;evolución
negativo;exacerbar
ira;exacerbación
miedo;exacerbación
negativo;exacerbación
negativo;exigente
ira;exagerar
negativo;exagerar
negativo;exagerado
anticipacion;exaltar
alegría;exaltar
positivo;exaltar
confianza;exaltar
alegría;exaltación
positivo;exaltación
confianza;exaltación
alegría;exaltado
positivo;exaltado
confianza;exaltado
miedo;examen
negativo;examen
sorpresa;examen
ira;exasperación
desagrado;exasperación
negativo;exasperación
anticipacion;excavación
negativo;excavación
sorpresa;excavación
anticipacion;exceder
alegría;exceder
positivo;exceder
anticipacion;sobresalir
alegría;sobresalir
positivo;sobresalir
sorpresa;sobresalir
confianza;sobresalir
desagrado;excelencia
alegría;excelencia
positivo;excelencia
confianza;excelencia
alegría;excelente
positivo;excelente
confianza;excelente
negativo;exceso
positivo;intercambiar
confianza;intercambiar
negativo;extirpar
positivo;excitable
ira;excitación
anticipacion;excitación
miedo;excitación
alegría;excitación
positivo;excitación
sorpresa;excitación
ira;excitar
anticipacion;excitar
miedo;excitar
alegría;excitar
positivo;excitar
sorpresa;excitar
anticipacion;emocionado
alegría;emocionado
positivo;emocionado
sorpresa;emocionado
confianza;emocionado
anticipacion;emoción
alegría;emoción
positivo;emoción
sorpresa;emoción
anticipacion;emocionante
alegría;emocionante
positivo;emocionante
sorpresa;emocionante
sorpresa;exclamar
desagrado;excluido
negativo;excluido
tristeza;excluido
negativo;Excluyendo
tristeza;Excluyendo
desagrado;exclusión
miedo;exclusión
negativo;exclusión
tristeza;exclusión
desagrado;excremento
negativo;excremento
desagrado;excreción
miedo;agudísimo
negativo;agudísimo
negativo;excusa
ira;ejecución
miedo;ejecución
negativo;ejecución
tristeza;ejecución
confianza;ejecución
ira;verdugo
miedo;verdugo
negativo;verdugo
tristeza;verdugo
confianza;ejecutor
positivo;ejemplar
positivo;exención
negativo;cansada
negativo;agotado
tristeza;agotado
anticipacion;agotamiento
negativo;agotamiento
tristeza;agotamiento
confianza;exhaustivo
alegría;regocijo
positivo;regocijo
sorpresa;regocijo
positivo;exhortar
positivo;exhortación
anticipacion;exigente
desagrado;exigente
miedo;exigente
negativo;exigente
sorpresa;exigente
ira;exilio
miedo;exilio
negativo;exilio
tristeza;exilio
positivo;existencia
miedo;exorcismo
negativo;exorcismo
tristeza;exorcismo
positivo;exótico
negativo;expatriado
anticipacion;esperar
positivo;esperar
sorpresa;esperar
confianza;esperar
anticipacion;expectativa
anticipacion;expectante
anticipacion;expectativa
positivo;expectativa
anticipacion;esperado
anticipacion;esperando
alegría;conveniente
positivo;conveniente
confianza;conveniente
anticipacion;expedición
positivo;expedición
ira;expulsar
desagrado;expulsar
miedo;expulsar
negativo;expulsar
tristeza;expulsar
negativo;gasto
negativo;gastos
positivo;experimentado
confianza;experimentado
anticipacion;experimentar
sorpresa;experimentar
positivo;experto
confianza;experto
positivo;pericia
confianza;pericia
negativo;expirar
tristeza;expirar
negativo;Caducado
positivo;explique
confianza;explique
ira;expletivo
negativo;expletivo
ira;explotar
miedo;explotar
negativo;explotar
tristeza;explotar
sorpresa;explotar
anticipacion;explorar
miedo;explosión
negativo;explosión
sorpresa;explosión
ira;explosivo
anticipacion;explosivo
miedo;explosivo
negativo;explosivo
sorpresa;explosivo
anticipacion;exponer
miedo;exponer
negativo;expuesto
negativo;expropiación
ira;expulsión
desagrado;expulsión
miedo;expulsión
negativo;expulsión
tristeza;expulsión
alegría;Exquisito
positivo;Exquisito
positivo;exquisitamente
positivo;ampliar
positivo;extenso
miedo;exterminar
negativo;exterminar
tristeza;exterminar
ira;exterminio
miedo;exterminio
negativo;exterminio
negativo;extinto
tristeza;extinto
ira;extinguir
negativo;extinguir
positivo;extra
miedo;extrajudicial
negativo;extrajudicial
positivo;extraordinario
negativo;extremidad
anticipacion;librar
positivo;librar
alegría;exuberancia
positivo;exuberancia
confianza;testigo ocular
negativo;fabricar
negativo;fabricación
confianza;fabricación
positivo;facilitar
confianza;hecho
positivo;hechos
confianza;hechos
positivo;facultad
confianza;facultad
negativo;desvanecerse
desagrado;excrementos
negativo;excrementos
ira;defecto
anticipacion;defecto
miedo;defecto
negativo;defecto
tristeza;defecto
desagrado;fracaso
miedo;fracaso
negativo;fracaso
tristeza;fracaso
anticipacion;fain
alegría;fain
positivo;fain
confianza;fain
miedo;desmayo
negativo;desmayo
tristeza;desmayo
sorpresa;desmayo
positivo;justa
positivo;bastante
confianza;bastante
anticipacion;fe
alegría;fe
positivo;fe
confianza;fe
positivo;fiel
confianza;fiel
negativo;desleal
tristeza;desleal
negativo;falso
negativo;otoño
tristeza;otoño
ira;erróneo
negativo;erróneo
negativo;falacia
negativo;falible
negativo;que cae
tristeza;que cae
negativo;barbecho
ira;falsedad
negativo;falsedad
confianza;falsedad
negativo;falsamente
ira;falsificación
negativo;falsificación
desagrado;falsificar
negativo;falsificar
desagrado;falsedad
negativo;falsedad
miedo;desfallecer
negativo;desfallecer
positivo;fama
positivo;familiar
confianza;familiar
anticipacion;familiaridad
alegría;familiaridad
positivo;familiaridad
confianza;familiaridad
negativo;hambruna
tristeza;hambruna
positivo;famoso
positivo;famosamente
negativo;fanático
miedo;fanatismo
anticipacion;lujoso
alegría;lujoso
positivo;lujoso
anticipacion;trompeteo
alegría;trompeteo
positivo;trompeteo
sorpresa;trompeteo
miedo;colmillo
miedo;colmillos
negativo;farsa
desagrado;absurdo
negativo;absurdo
anticipacion;granja
positivo;fascinante
positivo;fascinación
positivo;de moda
negativo;rápido
tristeza;rápido
desagrado;grasa
negativo;grasa
tristeza;grasa
ira;fatal
miedo;fatal
negativo;fatal
tristeza;fatal
miedo;fatalidad
negativo;fatalidad
tristeza;fatalidad
anticipacion;destino
negativo;destino
confianza;padre
negativo;fatiga
negativo;fatigado
tristeza;fatigado
desagrado;graso
negativo;graso
tristeza;graso
negativo;culpa
tristeza;culpa
positivo;impecable
confianza;impecable
negativo;defectuoso
anticipacion;favorable
alegría;favorable
positivo;favorable
sorpresa;favorable
confianza;favorable
alegría;favorito
positivo;favorito
confianza;favorito
positivo;favoritismo
negativo;adular
ira;miedo
miedo;miedo
negativo;miedo
miedo;temeroso
negativo;temeroso
tristeza;temeroso
miedo;con miedo
negativo;con miedo
tristeza;con miedo
sorpresa;con miedo
miedo;temeroso
negativo;temeroso
miedo;audaz
positivo;audaz
anticipacion;Con
alegría;Con
positivo;Con
sorpresa;Con
positivo;característica
negativo;febril
desagrado;fecal
negativo;fecal
desagrado;heces
negativo;heces
ira;cuota
negativo;cuota
negativo;débil
tristeza;débil
ira;sensación
anticipacion;sensación
desagrado;sensación
miedo;sensación
alegría;sensación
negativo;sensación
positivo;sensación
tristeza;sensación
sorpresa;sensación
confianza;sensación
negativo;fingido
alegría;felicidad
positivo;felicidad
negativo;cayó
tristeza;cayó
positivo;compañero
confianza;compañero
positivo;compañerismo
miedo;felón
negativo;felón
negativo;delito
positivo;hembra
ira;cercado
confianza;defensa
anticipacion;fermentar
negativo;fermentar
anticipacion;fermentación
ira;feroz
desagrado;feroz
miedo;feroz
negativo;feroz
ira;ferocidad
negativo;ferocidad
positivo;fértil
ira;fervor
alegría;fervor
positivo;fervor
anticipacion;festival
alegría;festival
positivo;festival
sorpresa;festival
alegría;festivo
positivo;festivo
anticipacion;fiesta
